FAOCode,FAOName,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
104,Ireland,80842.30072,82402.26565,85157.19941,87450.14996,92483.62932,101393.8927,110612.4337,122501.2028,132580.4888,146982.6707,161552.1592,171329.1478,180884.122,187528.1994,200139.2833,211679.5603,224096.9543,232605.0942,222432.1533,212277.861,216594.6377,216506.7754,214118.9645,216471.789,234790.4257,296484.0924,302352.5159
105,Israel,71791.72285,77338.43403,83339.32894,86770.20609,93215.36272,99530.11578,105536.3402,109806.3617,114374.2734,118424.5752,128900.5434,129021.0654,128770.2742,130209.9388,136783.5224,142462.446,150592.4359,159950.7769,164758.6414,167051.8016,176499.8505,185434.7387,189851.2935,198159.8885,204427.7651,209554.5476,217516.3654
106,Italy,1501147.248,1524241.611,1536957.985,1523850.719,1556629.108,1601566.449,1622168.463,1651941.18,1678637.758,1704822.005,1768072.742,1799406.279,1803878.637,1806608.336,1835187.724,1852615.857,1889790.217,1917643.297,1897500.27,1793478.282,1823725.71,1834241.763,1782534.137,1751729.142,1753338.894,1766168.61,1751789.214
107,Côte d'Ivoire,13406.43954,13414.03096,13330.52539,13277.38548,13562.06356,14518.58189,15497.87448,16378.41034,17218.43461,17553.03383,17084.67008,17105.40827,16820.14545,16591.47472,16795.83688,17084.93702,17343.92256,17650.04036,18098.8563,18687.33391,19064.37534,18227.97368,20179.54974,22039.81434,23920.60025,26186.83631,27567.94357
108,Kazakhstan,50254.38728,44749.03309,42368.81028,38454.92671,33621.38247,30849.76018,31004.00898,31531.07714,30931.98667,31767.15031,34880.33104,39589.17573,43468.91495,47511.52404,52072.63035,57123.6755,63235.90877,68863.90466,71136.41351,71990.05047,77245.32416,82961.47814,86943.62909,92160.24684,96030.97721,97183.34893,97183.34893
109,Jamaica,9016.553481,9095.369056,10035.00576,10232.43231,10323.70333,10429.96223,10462.68292,10359.69984,10232.64417,10333.82054,10405.26729,10538.54131,10609.6643,10998.64836,11144.25195,11243.85905,11569.82039,11736.9121,11641.52211,11137.11586,10973.51344,11163.25201,11093.81809,11149.69612,11227.14276,11339.01405,11377.23599
110,Japan,3925859.86,4056368.82,4089591.692,4096587.459,4131964.697,4245269.938,4376870.332,4423987.853,4374051.808,4363030.234,4484302.515,4502519.97,4507837.481,4576728.148,4677632.661,4755410.128,4822936.209,4902721.218,4849110.991,4586428.842,4778705.198,4773187.612,4844548.129,4941462.81,4958049.56,5018509.907,5062673.005
112,Jordan,5832.88457,5926.707473,6777.42532,7081.070351,7434.185639,7894.08845,8058.53441,8325.560596,8576.334466,8867.040244,9243.505938,9730.629636,10293.43007,10721.81163,11640.37043,12588.66569,13607.46156,14720.02428,15782.87392,16649.08751,17033.91188,17474.54238,17937.82241,18445.23482,19016.3671,19469.44643,20216.14647
113,Kyrgyzstan,3068.600249,2824.832939,2433.937138,2057.666807,1644.381161,1555.192856,1665.370531,1830.496247,1869.336362,1937.675363,2043.149555,2151.878239,2151.505435,2302.762575,2464.5725,2460.246796,2536.585763,2753.283107,2984.603384,3070.747829,3056.267208,3238.306866,3235.452292,3576.278518,3720.189347,3849.253162,4015.451996
114,Kenya,14913.59842,15123.52238,15003.56583,15057.54628,15453.4029,16134.15634,16802.91412,16848.3357,17413.70982,17780.20936,17868.69044,18666.91315,18773.64514,19319.06741,20305.03819,21505.53187,22865.93786,24432.43264,24489.22906,25299.05596,27424.16068,29100.2195,30425.72016,32158.01648,33872.64033,35786.17384,37481.28787
115,Cambodia,2085.885753,2244.134865,2401.896109,2500.171641,2692.067027,2851.487045,2982.660637,3150.279988,3308.078544,3702.062691,4026.639982,4354.73301,4641.234246,5036.016937,5556.780112,6293.048259,6970.872441,7682.779405,8196.880425,8204.000067,8693.196638,9307.773242,9988.484094,10730.41871,11489.22299,12297.61474,13157.94149
116,Democratic People's Republic of Korea,15190.64507,14519.64746,13491.07648,12886.82302,12614.81571,12062.99478,11658.58341,10902.71363,10804.137,11460.823,11508.05131,11940.30526,12083.72492,12303.4298,12558.87033,13031.19679,12897.53504,12744.48756,13139.35786,13019.96435,12958.4678,13061.77159,13232.64352,13374.50192,13514.01843,13359.62653,13206.99849
117,Republic of Korea,364276.4782,401993.4875,426818.6182,456041.796,498025.6491,545689.7124,587132.1672,621903.2231,587877.5342,654358.3794,712756.1089,745010.5093,800382.9209,823859.896,864227.7164,898137.2239,944626.1882,996234.8613,1024420.569,1031668.446,1098693.816,1139144.3,1165258.02,1199006.28,1239070.448,1271434.171,1311633.449
118,Kuwait,30611.96483,18058.67443,33012.94146,44155.9509,47966.69775,48626.34767,50080.53624,51332.24286,53209.80278,52258.75119,54706.94207,54825.15067,56480.07113,66263.01522,73048.18911,80797.94521,86870.08479,92075.04606,94358.36346,87681.46865,85602.88855,93845.13288,100063.6927,101213.6941,101720.8548,103599.3154,103599.3154
119,Latvia,17904.56356,16040.24512,10448.8018,8895.203095,8952.659786,8880.082913,9089.566062,9905.275191,10551.27439,10827.60682,11413.0403,12150.47262,13013.52384,14110.65495,15286.85489,16922.09492,18934.02844,20817.849,20066.55041,17190.56344,16539.10127,17566.37455,18268.8798,18798.38534,19193.05178,19718.62859,20258.59763
120,Lao People's Democratic Republic,1097.677541,1144.839955,1208.491428,1279.944167,1384.375049,1481.71398,1584.371921,1693.251405,1760.432985,1889.05684,1998.599134,2113.546822,2238.642355,2377.657497,2544.599636,2716.783867,2692.194806,3183.119986,3430.916365,3688.301997,3988.19934,4308.870044,4649.202255,5019.650073,5399.283524,5807.529554,6234.934505
121,Lebanon,9188.883221,12699.10177,13270.55334,14199.22217,15335.60694,16337.78052,17176.97125,16784.17066,17387.16604,17308.38926,17541.02553,18234.5128,18849.72275,19459.96187,20915.33394,21489.88391,21855.40917,23896.88383,26107.18614,28732.3221,31041.77715,31326.37233,32191.94901,33162.03804,33762.27346,34271.59999,34535.01217
122,Lesotho,801.4687927,821.6965583,882.8538414,913.1133708,959.7802256,979.2056599,1036.754769,1074.101787,1096.64001,1129.264605,1187.300171,1237.513519,1244.101751,1302.464485,1332.33765,1368.346497,1427.287264,1494.847412,1580.554099,1634.04454,1762.596119,1833.903651,1925.504321,2012.152016,2084.589488,2143.476803,2241.561729
123,Liberia,417.707327,358.287575,232.579939,155.885794,121.961382,116.758251,130.910767,270.04248,350.245084,430.451218,541.077175,660.632794,871.3256,585.251008,555.3459,608,690.08,762.372,883.177,991.76,1098.752,1162.068,1257.076037,1358.751305,1368.060956,1371.876388,1374.092582
124,Libya,30515.39514,35292.62043,34335.38782,33043.28104,33682.59806,32934.70731,33637.57453,35390.99063,34133.81604,34389.70335,35193.88487,35373.98151,34931.71689,39472.87694,41210.87506,45451.48085,48503.80981,50971.11259,58429.51955,57993.28737,60501.33157,23433.22931,52656.61159,25207.85818,19157.97222,17203.85905,14493.64643
125,Liechtenstein,2240.080093,2280.427745,2362.712315,2465.067351,2634.32247,2789.10337,2981.69942,3197.131237,3445.268965,3803.953281,3926.447816,3897.663354,3858.923731,3784.154591,3899.161548,4087.416053,4453.380415,4868.067302,4736.015709,4238.326323,4552.103961,4367.199901,4414.076299,4584.645827,4725.649635,4793.06794,4952.29299
126,Lithuania,24868.86004,23457.38735,18470.58828,15473.39134,13962.25189,14421.62117,15164.32867,16421.94113,17648.19638,17447.95237,18116.49983,19298.49834,20603.22147,22774.50531,24266.25432,26141.40678,28077.55552,31190.5013,32010.21199,27268.1669,27715.31566,29391.91308,30519.0641,31589.31448,32693.36613,33274.84255,33866.66098
127,Marshall Islands,111.57214,111.6701812,119.6442755,126.8304279,134.2852027,145.3143113,130.3426807,123.3490402,119.8051104,116.9663616,123.8831706,130.5914473,134.0399903,134.4107777,134.2513079,137.796159,140.3923099,145.6381558,142.8860259,140.4319061,149.1163646,150.9956923,157.045014,160.0193859,158.3007939,159.3050872,164.6102963
128,"China, Macao SAR",5336.977289,5638.061955,6363.711358,6689.682426,6980.907725,7191.082229,7123.63056,7128.390254,6836.213016,6809.626724,7053.799044,7257.513963,7906.872265,8828.349092,11190.38142,12092.2755,13702.27612,15681.901,16214.10282,16428.28907,20578.74255,25038.71215,27349.67976,30413.01904,30153.88768,24017.9617,24952.61824
129,Madagascar,3791.743312,3552.501963,3594.640047,3670.003826,3667.375801,3730.169092,3810.327256,3950.917788,4105.817,4298.768093,4502.410584,4772.03734,4168.334176,4576.286195,4816.861726,5038.577053,5291.644977,5621.878976,6022.625574,5773.89068,5796.096785,5880.4024,6058.428036,6195.05795,6400.477037,6595.957591,6757.189318
130,Malawi,2588.888378,2790.839646,2569.856321,2846.614146,2516.725163,2743.788173,3009.17963,3123.300333,3160.853506,3200.044082,3250.591017,3094.71941,3176.886014,3358.147676,3540.175499,3655.893805,3827.724159,4195.185438,4515.684514,4891.756529,5228.039457,5481.811374,5585.187346,5875.617088,6210.527262,6393.737816,6646.29543
131,Malaysia,57312.42957,62783.16886,68361.52748,75125.8619,82046.48771,90110.90687,99124.43116,106383.0574,98553.88648,104602.7417,113869.3606,114458.8342,120629.2966,127611.9226,136268.3979,143534.4185,151550.5962,161096.4438,168880.2533,166324.2022,178673.5204,188132.3408,198429.6783,207743.4168,220234.3845,231175.1289,242748.201
132,Maldives,415.9251207,447.7561249,475.7674085,505.0519323,538.58059,576.7675457,627.6522974,699.9570364,765.0767452,824.6080973,860.8157363,888.8434948,938.2462127,1077.092833,1218.829947,1119.806502,1342.512411,1479.07396,1666.530931,1577.77718,1690.857995,1838.113665,1884.041601,1972.548388,2090.851444,2150.370198,2314.830635
133,Mali,2843.912991,2838.33585,3113.331811,3212.091932,3333.506888,3364.209233,3601.580617,3778.067747,4083.188833,4315.968917,4313.344032,4945.73292,5337.929277,6029.312016,5658.343995,6245.031183,7026.513013,7609.912733,8336.344241,9315.5719,10328.0894,11128.50491,12376.63559,13244.79248,14276.39302,15362.97753,16706.68968
134,Malta,3442.95077,3658.358645,3829.969899,4001.581152,4227.71473,4495.857314,4665.680951,4910.954809,5162.670863,5406.347515,5772.36772,5807.484135,5980.710839,6132.846281,6160.04009,6393.114586,6510.026552,6769.545421,6996.089121,6823.825977,7065.572514,7194.368389,7399.49964,7730.429023,7997.977561,8490.249739,9012.821065
136,Mauritania,1287.384026,1324.192359,1353.134801,1470.442452,1541.260674,1504.20023,1663.005494,1595.743823,1640.07004,1749.472583,1741.942743,1776.934835,1788.751526,1895.687624,2004.635137,2184.444849,2596.631095,2669.799532,2698.632491,2670.510536,2797.992621,2920.696942,3095.03404,3271.45098,3487.69389,3530.846062,3641.24707
137,Mauritius,3316.592264,3453.475341,3667.854935,3852.452052,4015.735465,4193.10636,4408.433167,4664.489587,4947.772075,5076.895167,5493.349072,5677.258903,5773.599254,6110.744075,6375.355192,6488.726809,6804.431725,7205.249364,7602.337132,7834.13106,8155.346245,8472.576526,8745.558427,9024.469866,9351.518952,9678.819737,10017.57597
138,Mexico,560247.6612,583902.7221,605090.5596,616892.9996,644130.8354,604407.3246,635554.3383,678593.9027,712729.7303,739505.911,788246.5573,787987.8067,794070.6583,805110.3343,839005.1533,864809.6612,907845.3111,937121.8124,950053.5984,904986.1273,952037.5171,989353.4042,1029312.294,1043670.145,1066952.259,1093252.223,1127406.292
140,Monaco,3147.10236,3179.804068,3230.670478,3210.877685,3286.185147,3354.704886,3401.268324,3480.767305,3604.550395,3727.361001,3871.802288,3947.474705,3991.625509,4024.338143,4136.473272,4202.975924,4447.722977,5088.449485,5117.476247,4510.364125,4608.616873,4932.452958,4982.633123,5460.817474,5853.745914,6169.727765,6387.673218
141,Mongolia,2145.985759,1947.55074,1762.578408,1709.646152,1748.969666,1859.364941,1903.114187,1979.207551,2049.121211,2115.014941,2137.355071,2200.464908,2304.615379,2466.045723,2728.066989,2925.958656,3176.310375,3501.816673,3813.488834,3765.107833,4004.771289,4697.227371,5275.917316,5890.504502,6354.984064,6500.85914,6709.032369
142,Montserrat,117.6894651,109.451561,109.66367,106.8647005,113.1480924,103.1614189,76.12604639,59.29245917,48.95658468,45.30404619,44.15870452,44.01940261,45.03282399,45.25222449,47.39050876,48.87407407,48.52581931,50.09644831,52.32876137,52.08846558,50.61883046,53.38397331,55.3481302,58.15158108,59.29733927,59.5480827,59.71965612
143,Morocco,38816.02129,41513.42408,39839.66949,39436.28026,43521.1035,40657.65419,45624.89809,44608.43339,48032.08764,48286.37773,49055.37097,52760.00904,54509.54989,57952.90019,60735.72104,62544.74203,67398.12154,69221.79236,73321.99134,76433.56719,79350.04818,83512.57061,86026.24755,90091.276,92268.85528,96328.68492,100097.9748
144,Mozambique,2493.451264,2615.630355,2478.798084,2696.117826,2862.168015,2926.20359,3711.752361,4114.181729,4602.098746,4962.119738,5045.409064,5687.233828,6187.372444,6589.589192,7104.314268,7723.857919,8484.739445,9114.799614,9741.574779,10360.30662,11053.16419,11839.89915,12692.16403,13598.55087,14610.84744,15577.03256,16667.86888
145,Micronesia (Federated States of),196.3367352,207.9564377,216.3641392,231.0504596,234.0045624,244.766389,237.1823469,223.0723168,229.1462655,232.8759171,243.3096412,247.3311748,248.5752335,252.9352049,245.5845683,250.644,250.322426,245.5018779,240.0534947,242.9364316,250.9135097,253.392182,249.1719055,241.5878623,235.7556321,244.4738618,245.4428513
146,Republic of Moldova,6101.474701,5034.763131,3572.261171,3530.498187,2438.898162,2405.356041,2263.991726,2301.283198,2150.729252,2078.287449,2122.091953,2252.41862,2428.324289,2589.160984,2779.808132,2988.33251,3131.313829,3225.204056,3477.982224,3269.665435,3501.617815,3740.272843,3712.842109,4061.858126,4256.528671,4224.731678,4579.954377
147,Namibia,3820.778765,4103.775319,4440.11835,4355.544667,4674.205691,4866.474722,5021.975174,5233.777513,5406.13023,5588.441104,5783.391178,5851.516562,6131.725868,6220.509412,6945.685589,7121.360217,7625.066509,8034.840951,8247.749132,8272.160073,8771.746325,9218.335219,9684.919625,10232.55938,10893.46091,11470.29388,12005.2707
148,Nauru,119.6473873,96.9218812,81.16207582,68.08085164,65.44878072,60.26295294,53.1161056,48.36023299,42.65955505,39.85758143,37.12484888,34.61482123,31.16327526,31.25198467,29.90351183,26.29301348,21.09573559,21.17239161,41.40957982,33.88962466,40.70098234,46.49256589,55.90357054,70.66134917,79.53767198,94.41608572,109.9365463
149,Nepal,4270.878256,4542.780744,4729.402057,4911.330339,5315.00434,5499.352466,5792.891134,6097.620351,6277.045517,6558.490361,6959.568709,7351.288145,7360.095991,7650.471864,8008.696458,8258.829299,8565.755265,8858.428838,9399.203952,9825.277266,10298.66986,10650.90046,11160.14048,11620.93292,12316.90469,12652.57387,13297.23718
150,Netherlands,458500.5874,469683.5921,477696.7547,483704.3477,498027.2411,513545.6624,531862.3943,554731.7721,579835.6872,609127.2081,634946.6674,648434.6129,649106.5856,650949.5458,664168.4193,678516.888,702391.4341,728369.1923,740744.6277,712836.455,722835.1423,734860.4182,727092.6687,725708.7263,736011.5427,750376.3608,767044.9245
153,New Caledonia,4324.027225,4535.905776,4559.492252,4583.648198,4702.373253,4981.695687,5004.107295,5104.54735,4941.187771,5158.600033,5287.565034,5393.316335,5528.149243,5793.500407,6019.446923,6236.147012,6591.607392,6871.111374,6911.801769,7073.057766,7563.807344,7767.666755,7888.868508,8035.63028,8282.922706,8550.15698,8802.03631
154,The former Yugoslav Republic of Macedonia,5749.931819,5569.94824,5115.664065,5053.033443,4959.952941,4904.659567,4962.776829,5034.24662,5204.365346,5430.177928,5677.233946,5503.099234,5585.317115,5709.435273,5976.318734,6258.60283,6580.108833,7006.071313,7389.423342,7362.923699,7610.226644,7788.31804,7752.809331,7979.557805,8269.185102,8586.860222,8876.672062
155,Vanuatu,257.0128323,288.1831248,286.084704,298.95939,306.5661655,320.9053743,329.1241892,336.9276916,344.1191546,346.8402712,364.9141241,357.4299855,351.4264419,360.6910537,375.0728714,394.9624318,428.3966331,450.5509773,479.614234,495.4941577,503.5663054,509.7349772,518.6795514,528.8931094,541.0806425,535.669836,550.2066188
156,New Zealand,69884.41518,68734.00252,69599.33485,74146.11381,78016.14234,81616.85826,84333.9513,86869.40025,87783.92785,92299.17137,94331.94549,97933.29212,102889.401,107534.5705,111023.0203,114720.8654,117689.6112,122087.5429,120200.4625,122515.7941,123685.7587,127012.7471,130488.5827,132549.7387,136772.3334,140960.2391,144651.2907
157,Nicaragua,3877.879138,3870.52665,3885.491293,3870.315262,3999.418395,4235.889405,4504.67887,4683.363693,4857.19503,5198.946484,5412.185596,5572.431942,5614.444676,5755.969832,6061.736763,6321.324476,6583.790243,6931.925827,7129.604314,6932.883548,7154.13258,7599.949117,8024.828999,8388.61067,8771.571434,9203.91819,9425.793089
158,Niger,2143.224437,2150.998143,2155.471434,2175.522444,2233.690375,2307.05719,2424.468982,2436.497742,2746.22509,2773.51745,2701.862593,2904.985192,3058.281099,3162.245281,3136.266708,3369.007255,3563.610555,3675.740201,4028.160207,3999.45267,4334.176455,4432.921336,4958.214499,5219.432338,5587.393772,5788.836169,6101.544448
159,Nigeria,87796.24607,87806.52562,90116.03729,91519.20987,92237.38197,94219.24308,98112.5231,100948.0021,103790.0571,104282.2689,109828.096,114672.6858,139152.4021,153391.7943,169466.4783,180502.0136,191388.1313,203732.3436,216506.8965,231520.3873,249670.9818,261873.3679,273079.6554,287810.7088,305970.7548,314087.2205,326405.4741
162,Norway,192889.7167,198839.7361,205947.0702,211806.9073,222514.707,231757.858,243410.6325,256273.962,262999.7672,268294.7614,276894.3733,282668.5293,286732.4796,289369.9651,300826.2321,308722.0799,316116.2592,325377.726,326628.1723,321328.5215,323262.7086,326394.4121,335366.2398,338715.5607,345214.901,350776.4067,356427.5097
165,Pakistan,62684.55962,65857.38187,70931.88778,72179.09503,74876.72775,78592.56709,82401.61974,83237.49849,85360.24972,88484.54817,92254.0678,94082.89208,97116.55394,101823.1338,109325.4172,117708.4046,124979.8907,131019.9405,133249.1209,137022.281,139223.807,143050.2376,148067.0573,154533.515,161855.8615,170819.6018,179415.8574
166,Panama,7642.856705,8362.737888,9048.622891,9542.292528,9814.261963,9986.176293,10266.84617,10930.64803,11733.33394,12192.16894,12524.0148,12595.60452,12876.34634,13417.89499,14427.19983,15464.7,16783.49268,18816.4203,20436.82381,20763.47764,21960.98005,24554.14705,26820.4831,28597.11454,30328.19339,32080.3725,33762.32933
167,Czech Republic,106766.6773,94365.78926,93887.78657,93945.9071,96679.08427,102693.8826,107092.0552,106369.9643,106033.8005,107558.6198,112177.3333,115600.4485,117504.3296,121736.6506,127759.5181,135990.1214,145341.5423,153377.8632,157535.869,149908.3204,153348.8508,156423.0414,155171.9006,154421.3791,158614.0989,165808.2454,168463.1781
168,Papua New Guinea,4192.931334,4592.46197,5228.475772,6180.17786,6547.410731,6330.531095,6748.089752,6319.984771,6615.899354,6738.641197,6573.25656,6570.204476,6702.291893,6996.054987,7035.986421,7312.284812,7480.149437,8029.606125,8094.670412,8587.812838,9550.09121,9879.22676,10274.32403,10647.88279,11430.77988,12187.47322,12665.70729
169,Paraguay,5736.997257,5878.616147,5984.432821,6232.301452,6425.625737,6776.04372,6804.718701,7006.901615,7045.296928,6941.289371,6709.94546,6849.015713,7878.323096,8218.725249,8552.193403,8734.653762,9154.539073,9650.86362,10264.57333,9857.511569,11148.15592,11632.25423,11488.13427,13100.6407,13719.2966,14141.83315,14799.80129
170,Peru,42068.59174,43002.20279,42769.77196,45012.43789,50552.73357,54299.39637,55819.22185,59434.53485,59201.82632,60086.84072,61705.80337,62087.0788,65473.01561,68199.98186,71581.47554,76080.41446,81808.43206,88777.19153,96879.50255,97941.13106,106102.0358,112815.3157,119741.8655,126847.5287,129868.5741,134092.5948,138944.4749
171,Philippines,62102.97882,61743.81577,61952.26477,63263.36499,66039.12316,69128.89048,73170.07795,76964.21157,76520.34188,78878.63489,82358.14672,84741.58083,87831.17693,92196.67549,98371.73487,103071.5977,108475.4709,115653.0341,120455.8033,121838.9502,131138.2333,135937.468,145023.2821,155267.762,164922.9724,174660.3283,183363.4598
173,Poland,182710.0043,169891.84,174164.5835,180675.3961,190238.1871,203463.2731,215786.1881,229725.0044,240326.0036,251482.4431,262948.9641,266230.5815,271665.9554,281343.8636,295792.6984,306126.7508,325044.1717,347910.3855,362695.3428,372924.1564,386375.3833,405758.3525,412277.417,418011.4766,431732.9963,448747.2084,466583.8017
174,Portugal,142212.4144,148424.5463,150041.5968,146975.8313,148393.9103,154749.2956,160160.3878,167249.4258,175263.6349,182078.259,188974.4621,192646.8116,194127.8743,192314.3193,195798.2541,197299.6058,200363.7726,205356.8427,205766.062,199638.1341,203428.6457,199712.3047,191667.3804,189501.2403,191193.6641,194244.2815,197343.5734
175,Guinea-Bissau,450.9441835,464.4733752,478.8504431,489.7491317,504.2592285,524.5088916,544.1601867,576.7760653,479.2441087,542.6318231,541.7009612,552.5660724,545.4680134,547.6630275,562.784699,586.7956278,600.3465883,619.9350699,639.795985,661.3498933,691.844626,747.7797576,734.9714011,758.9027042,760.4819465,796.9605912,813.9802982
176,Timor-Leste,384.8665038,426.1022006,470.6704618,518.7012621,570.1513868,624.1215181,691.5316824,720.0917515,704.7617141,454.800995,516.9233451,549.8793417,525.1568654,522.1490046,1211.763769,1849.851325,2969.352683,2957.378393,3313.975681,3093.998585,3053.225672,3376.808577,3442.375606,3001.147035,2167.789792,2259.942536,2325.709441
177,Puerto Rico,51514.24277,52697.40459,55102.64803,57663.57064,60076.59803,62808.76775,64264.36815,67401.30375,71129.82026,74959.52825,77411.47543,82299.80188,83054.84594,83093.76573,85615.76856,83914.5,82731.65008,81770.03144,80261.97154,78694.91663,78369.70664,78088.74292,78111.60348,77871.93626,76783.47836,76748.08135,76630.3583
178,Eritrea,480.2461701,536.6458979,597.2901646,674.2336085,761.0889745,920.2942522,941.6872192,1027.717882,1108.907277,1130.70338,1132.815935,992.860833,1079.790131,1112.242453,1082.706684,1098.424709,1087.778597,1103.299258,995.3631635,1033.948436,1056.635226,1148.327821,1228.939991,1266.432258,1329.588602,1393.07229,1458.877014
179,Qatar,15583.30981,15324.27896,17060.60063,16834.52446,17073.35728,17482.98745,18247.67769,23724.17798,26385.71105,27516.09189,29725.11827,30883.84723,33102.08675,34333.45773,40931.83442,43998.3422,55513.22462,65497.87782,77066.79294,86281.37462,100717.7642,113832.3931,119168.0124,124423.649,129374.3193,133968.4217,142010.5595
180,Palau,132.80775,137.944542,140.594226,123.301072,132.302051,146.722975,161.982164,165.707751,169.021909,159.894726,160.37441,162.459277,170.32286,175.745211,170.4637,179.9,180.322521,176.543306,173.914288,161.942863,151.544154,157.318606,165.088296,168.327623,166.966166,176.425939,181.6737147
181,Zimbabwe,7372.114225,7779.237124,7232.176446,7384.804661,7813.192614,7825.88305,8587.65218,8710.097736,8752.97083,8438.110829,7748.827378,7733.829956,7274.504743,6731.694007,6486.48977,6222.94,5997.419542,5801.4669,5526.389264,8595.404263,9573.28034,10713.43327,11845.15622,12376.24409,12852.53718,12990.50039,13240.05945
183,Romania,84988.2868,74009.32081,67520.78815,68553.06925,71248.53669,76334.41038,79288.40453,75469.74994,73894.4862,73597.778,75360.5408,79574.69851,83700.00117,88323.80637,95706.47389,99699.23782,107730.5839,115124.9378,124863.3317,116039.4485,115112.9065,116328.8473,117074.5097,121209.1054,124937.8699,129514.2829,134243.3566
184,Rwanda,1647.870448,1587.685288,1693.210439,1547.128182,791.9382889,1057.416691,1214.76481,1388.925304,1516.752777,1614.899338,1749.743972,1898.612448,2148.884089,2196.3494,2360.320475,2581.465675,2819.870988,3034.543646,3373.273367,3584.709753,3846.847722,4148.899702,4513.519593,4724.955979,5053.976886,5405.220189,5781.221348
185,Russian Federation,844174.2515,801966.6213,685680.0722,626025.9041,546520.6274,524113.2767,505204.5088,512182.0602,484806.6549,515597.219,567392.3479,596278.9717,624565.1447,670132.5079,718220.8762,764015.9825,826309.5059,896835.685,943901.205,870079.777,909265.7829,948038.4813,981389.9239,993946.3557,1000968.736,963665.3169,963665.3169
188,Saint Kitts and Nevis,295.4041794,289.0578349,301.4216391,322.5373573,339.674253,359.2150938,380.3590913,406.5899103,403.8766986,417.562057,462.2174782,487.4720092,500.0593716,481.9812226,499.3647277,543.1661878,553.0074469,552.0322547,586.7656303,569.0450617,556.246682,569.5895209,566.168857,601.3839594,637.2448101,661.2237757,688.2100864
189,Saint Lucia,677.3260828,681.3111342,731.0247995,732.9962243,745.7652691,754.2056197,807.2592525,804.4618793,855.6586348,875.1799599,872.0087996,839.7273384,839.6167986,879.9705232,951.4472492,935.462963,1020.430569,1007.554588,1042.691611,1049.435362,1038.524272,1051.418427,1034.62088,1030.151796,1033.98164,1053.883184,1071.545512
191,Saint Vincent and the Grenadines,325.8005904,329.5008373,350.5134395,365.4138563,360.8544675,388.8835061,393.8889425,407.6979791,424.37073,435.8750776,443.0198554,450.5922233,479.0770873,515.9171003,537.3600733,550.7296296,593.0706339,607.4120149,622.6066384,609.5377336,589.0967264,586.6263535,594.725553,605.6226287,612.6001212,622.4206075,641.7159364
192,San Marino,1002.098612,1017.515373,1026.004254,1115.796133,1193.703792,1304.62317,1368.005672,1436.67005,1544.707637,1684.926634,1721.705388,1818.249614,1822.84696,1894.105793,1981.455333,2027.428774,2105.583625,2179.141131,2215.110449,1931.912025,1842.10863,1667.777339,1542.36432,1495.690534,1481.009058,1495.819148,1487.809224
193,Sao Tome and Principe,86.85659096,87.89974097,88.51503915,89.48870458,91.45745608,93.28660521,94.68590428,95.62928377,98.02000055,100.4705063,100.9209842,104.0136924,106.0971576,113.4857966,117.8348301,126.1937624,137.6971398,142.1772607,153.8161355,157.7746902,168.2649683,175.7803046,181.5085592,190.737975,203.7806807,211.840454,220.6655954
194,Saudi Arabia,209149.45,240538.349,250129.9123,246718.787,248097.2547,248623.4475,255180.7025,257997.3413,265462.1397,255472.0422,269843.3284,266576.3695,259061.1379,288184.8656,311119.9218,328461.1498,337619.9541,343856.3712,365346.5832,357823.0845,374862.276,412194.7078,434389.1204,445987.0291,462215.1231,477712.6281,496261.0234
195,Senegal,5126.937073,5106.604392,5219.640311,5103.847419,5250.311643,5498.439269,5785.509147,5966.250378,6318.179952,6720.006277,6934.148623,7251.796177,7299.281203,7786.204586,8244.272242,8707.815259,8922.164249,9362.783999,9707.570806,9942.802323,10358.34813,10540.77098,11005.74515,11389.32299,11880.32267,12654.76194,12907.66968
196,Seychelles,606.2012163,622.8287382,667.7699363,709.0682282,703.3333563,698.9690826,712.097972,819.4735311,911.4839613,929.1213979,927.9672098,907.2463698,918.7066973,860.5535179,843.1678815,919.1090909,1005.55338,1110.313377,1086.54695,1074.516907,1138.401564,1199.63218,1243.741111,1306.476445,1387.540519,1482.416971,1572.996527
197,Sierra Leone,1998.650036,1838.907925,1661.521453,1662.423673,1720.608404,1548.117425,1164.39075,959.506097,951.4708544,874.1945415,907.4776025,1072.365715,1355.634891,1481.81833,1579.343434,1650.494367,1720.209834,1858.830017,1959.202049,2021.63686,2129.726768,2264.155209,2607.812982,3148.202318,3291.872171,2623.581106,2089.779331
198,Slovenia,25452.09225,23186.82853,21919.96981,22543.24637,23744.23537,24719.44885,25588.65417,26897.3552,27781.1032,29246.37693,30461.69076,31360.11734,32563.18721,33488.66007,34946.01806,36344.90975,38400.57753,41066.20956,42421.44794,39113.73032,39597.86285,39854.9983,38783.13256,38361.58986,39561.81181,40478.31849,41189.60182
199,Slovakia,35190.90932,30073.83883,28091.19255,28625.298,30401.64959,32178.16857,34352.49479,36436.84719,37898.62561,37820.90712,38278.60566,39548.10345,41336.782,43576.70479,45868.33241,48964.88556,53103.83237,58838.82167,62151.31731,58781.13583,61744.71415,63485.35909,64537.40588,65499.43043,67183.32423,69757.17434,71976.61569
